date, pm25, pm10, no2, so2, co
2014/9/20, , , 4, , 5
2014/9/21, , , 2, , 4
2014/9/22, , , 2, 4, 4
2014/9/23, , , 2, 1, 5
2014/9/24, , , 1, 1, 5
2014/9/25, , , 1, 2, 5
2014/9/26, , , 1, 1, 5
2014/9/27, , , 1, 1, 5
2014/9/28, , , 1, 1, 5
2014/9/29, , , 4, 1, 6
2014/9/30, , , 4, 1, 6
2014/10/1, , , 6, 1, 6
